Date,Patch,Blue,Red,Winner,Loser,Blue_Bans,Red_Bans,Blue_Picks,Red_Picks,Blue_Roster,Red_Roster,Length,Blue_Gold,Blue_Kills,Blue_Towers,Blue_Dragons,Blue_Barons,Blue_RiftHerald,Red_Gold,Red_Kills,Red_Towers,Red_Dragons,Red_Barons,Red_RiftHerald,Diff_Gold,Diff_Kills,Diff_Towers,Diff_Dragons,Diff_Barons,Diff_RiftHerald,Tournament,Match of the Season
2013-03-17,,Team Vulcun,Team Dignitas,blue,,"Kayle, Diana, Rumble","Twisted Fate, Nidalee, Elise","Singed, Nasus, Kha'Zix, Tristana, Sona","Shen, Vi, Gragas, Draven, Thresh","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy",59:30,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,54
2013-03-17,,compLexity Gaming,Team SoloMid,red,,"Xerath, Twisted Fate, Malphite","Kayle, Elise, Thresh","Rumble, Volibear, Kha'Zix, Varus, Lulu","Renekton, Jarvan IV, Orianna, Miss Fortune, Sona","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA","Dyrus,TheOddOne,Reginald,Chaox,Xpecial",40:12,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,53
2013-03-17,,Team MRN,Counter Logic Gaming,red,,"Thresh, Rumble, Kayle","Syndra, Jarvan IV, Renekton","Irelia, Shen, Diana, Tristana, Alistar","Elise, Maokai, Ryze, Vayne, Lulu","MegaZero,ClakeyD,Nientonsoh,Heartbeat,AtomicN","Link,HotshotGG,bigfatlp,Doublelift,Aphromoo",38:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,52
2013-03-17,,compLexity Gaming,Team Vulcun,blue,,"Nidalee, Twisted Fate, Lux","Zed, Kayle, Elise","Rumble, Amumu, Kha'Zix, Caitlyn, Thresh","Shen, Nasus, Diana, Varus, Sona","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",51:53,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,51
2013-03-17,,Team Dignitas,Good Game University,blue,,"Twisted Fate, Caitlyn, Lulu","Diana, Gragas, Jarvan IV","Elise, Vi, Kayle, Varus, Sona","Jayce, Trundle, Kog'Maw, Ezreal, Janna","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","ZionSpartan,NintendudeX,Jintae,DontMashMe,BloodWater",28:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,50
2013-03-16,,Team Curse,Team SoloMid,blue,,"Xerath, Thresh, Singed","Akali, Elise, Twisted Fate","Katarina, Jarvan IV, Kayle, Kog'Maw, Janna","Rumble, Xin Zhao, Orianna, Miss Fortune, Sona","Voyboy,Saintvicious,NyJacky,Cop,Elementz","Dyrus,TheOddOne,Reginald,Chaox,Xpecial",27:23,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,49
2013-03-16,,Team Vulcun,Team MRN,blue,,"Akali, Irelia, Renekton","Elise, Kayle, Thresh","Rumble, Nasus, Nidalee, Tristana, Sona","Shen, Jarvan IV, Ryze, Caitlyn, Nami","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt","MegaZero,ClakeyD,Heartbeat,Nysyli,AtomicN",27:11,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,48
2013-03-16,,Team Curse,Counter Logic Gaming,blue,,"Xerath, Vayne, Twisted Fate","Kog'Maw, Xin Zhao, Renekton","Elise, Jarvan IV, Ryze, Miss Fortune, Sona","Rumble, Shen, Gragas, Caitlyn, Lulu","Voyboy,Saintvicious,NyJacky,Cop,Elementz","Link,HotshotGG,bigfatlp,Doublelift,Aphromoo",34:36,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,47
2013-03-16,,compLexity Gaming,Team Dignitas,blue,,"Diana, Alistar, Thresh","Jayce, Caitlyn, Jarvan IV","Elise, Cho'Gath, Kha'Zix, Varus, Sona","Renekton, Xin Zhao, Kayle, Draven, Lulu","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy",36:36,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,46
2013-03-16,,Team SoloMid,Good Game University,blue,,"Elise, Akali","Miss Fortune, Kayle, Jarvan IV","Rumble, Xin Zhao, Twisted Fate, Kog'Maw, Thresh","Singed, Zed, Diana, Vayne, Lulu","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","ZionSpartan,NintendudeX,Jintae,DontMashMe,BloodWater",26:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,45
2013-03-02,,Team Vulcun,Good Game University,red,,"Vi, Twisted Fate, Twitch","Nidalee, Kayle, Singed","Elise, Jarvan IV, Lux, Kog'Maw, Alistar","Akali, Xin Zhao, Orianna, Ezreal, Sona","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt","ZionSpartan,NintendudeX,Jintae,DontMashMe,BloodWater",44:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,44
2013-03-02,,Team MRN,Team Dignitas,red,,"Draven, Kayle, Singed","Akali, Renekton, Twisted Fate","Shen, Jarvan IV, Nidalee, Tristana, Sona","Elise, Xin Zhao, Diana, Corki, Alistar","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy",29:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,43
2013-03-02,,compLexity Gaming,Counter Logic Gaming,red,,"Xerath, Malphite, Vayne","Zed, Xin Zhao, Twisted Fate","Jayce, Jarvan IV, Kayle, Twitch, Taric","Shen, Lee Sin, Nidalee, Kog'Maw, Lulu","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA","HotshotGG,Chauster,Link,Doublelift,Aphromoo",34:47,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,42
2013-03-02,,Team SoloMid,Team Curse,red,,"Akali, Twisted Fate, Xin Zhao","Shen, Xerath, Kayle","Singed, Maokai, Orianna, Kog'Maw, Alistar","Elise, Jarvan IV, Ryze, Tristana, Lulu","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","Voyboy,Saintvicious,NyJacky,Cop,Elementz",42:42,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,41
2013-03-01,,Counter Logic Gaming,Team Curse,blue,,"Xin Zhao, Twisted Fate, Nidalee","Shen, Malphite, Xerath","Cho'Gath, Jarvan IV, Lux, Vayne, Lulu","Tryndamere, Nocturne, Kayle, Miss Fortune, Alistar","HotshotGG,Chauster,Link,Doublelift,Aphromoo","Voyboy,Saintvicious,NyJacky,Cop,Elementz",33:42,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,40
2013-02-28,,Good Game University,Team MRN,red,,"Renekton, Vi, Nidalee","Kayle, Rumble, Twisted Fate","Fizz, Elise, Orianna, Twitch, Alistar","Akali, Jarvan IV, Lux, Tristana, Sona","ZionSpartan,NintendudeX,Jintae,DontMashMe,BloodWater","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN",34:12,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,39
2013-02-28,,Team Dignitas,compLexity Gaming,blue,,"Zed, Jayce, Twisted Fate","Singed, Kayle, Diana","Elise, Xin Zhao, Nidalee, Draven, Zyra","Shen, Maokai, Kassadin, Kog'Maw, Taric","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA",19:53,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,38
2013-02-28,,Team SoloMid,Team Vulcun,blue,,"Nidalee, Elise, Rumble","Miss Fortune, Jarvan IV, Kayle","Singed, Maokai, Xerath, Kog'Maw, Taric","Renekton, Xin Zhao, Lux, Ezreal, Alistar","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",62:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,37
2013-02-28,,Team MRN,Team SoloMid,blue,,"LeBlanc, Malphite, Singed","Kayle, Renekton, Twisted Fate","Akali, Jarvan IV, Nidalee, Tristana, Alistar","Rumble, Xin Zhao, Xerath, Miss Fortune, Taric","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN","Dyrus,TheOddOne,Reginald,Chaox,Xpecial",38:53,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,36
2013-02-28,,Good Game University,Team Dignitas,red,,"Singed, Xin Zhao, Draven","Twisted Fate, Kayle, Elise","Akali, Vi, Orianna, Graves, Lulu","Diana, Nocturne, Gragas, Ezreal, Sona","ZionSpartan,NintendudeX,Jintae,DontMashMe,BloodWater","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy",29:11,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,35
2013-02-28,,Team Vulcun,compLexity Gaming,blue,,"Zed, Vi, Kayle","Nidalee, Singed, Hecarim","Elise, Xin Zhao, Twisted Fate, Kog'Maw, Alistar","Shen, Jarvan IV, Diana, Ezreal, Taric","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA",40:17,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,34
2013-02-28,,Team Dignitas,Team Curse,blue,,"Miss Fortune, Twisted Fate, Tryndamere","Singed, Kayle, Vi","Elise, Xin Zhao, Diana, Kog'Maw, Alistar","Nidalee, Jarvan IV, Lux, Twitch, Taric","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","Voyboy,Saintvicious,NyJacky,Cop,Elementz",32:6,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,33
2013-02-28,,Counter Logic Gaming,Team MRN,red,,"Tristana, Jarvan IV, Xin Zhao","Malphite, Shen, Kayle","Nidalee, Wukong, Orianna, Vayne, Taric","Renekton, Vi, Twisted Fate, Kog'Maw, Sona","HotshotGG,Chauster,Link,Doublelift,Aphromoo","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN",44:6,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,32
2013-02-28,,Team Dignitas,Team Vulcun,blue,,"Nidalee, Hecarim, Elise","Draven, Diana, Kayle","Singed, Vi, Gragas, Graves, Zyra","Rumble, Xin Zhao, Ryze, Ezreal, Alistar","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",34:30,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,31
2013-02-28,,Good Game University,Team SoloMid,red,,"Singed, Malphite, Taric","Kayle, Akali, Twisted Fate","Tryndamere, Xin Zhao, Lux, Corki, Lulu","Rumble, Jarvan IV, Orianna, Miss Fortune, Leona","ZionSpartan,NintendudeX,Jintae,DontMashMe,BloodWater","Dyrus,TheOddOne,Reginald,Chaox,Xpecial",29:36,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,30
2013-02-27,,Team Curse,compLexity Gaming,blue,,"Shen, Vi, Jayce","Nidalee, Kayle, Tryndamere","Elise, Xin Zhao, Twisted Fate, Miss Fortune, Taric","Zed, Jarvan IV, Ryze, Twitch, Thresh","Voyboy,Saintvicious,NyJacky,Cop,Elementz","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA",24:30,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,29
2013-02-27,,Good Game University,Counter Logic Gaming,red,,"Malphite, Nidalee, Shen","Lux, Rumble, Twitch","Akali, Elise, Kayle, Caitlyn, Nunu","Cho'Gath, Jarvan IV, Orianna, Vayne, Alistar","ZionSpartan,NintendudeX,Jintae,DontMashMe,BloodWater","HotshotGG,Chauster,Link,Doublelift,Aphromoo",33:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,28
2013-02-27,,Team SoloMid,compLexity Gaming,blue,,"Shen, Kog'Maw, Vi","Kayle, Singed, Orianna","Malphite, Jarvan IV, Xerath, Miss Fortune, Taric","Rumble, Xin Zhao, Twisted Fate, Varus, Fiddlesticks","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA",35:23,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,27
2013-02-27,,Team Curse,Team MRN,blue,,"Shen, Taric, Renekton","Kayle, Twisted Fate, Akali","Tryndamere, Xin Zhao, Lux, Caitlyn, Lulu","Cho'Gath, Jarvan IV, Nidalee, Tristana, Alistar","Voyboy,Saintvicious,NyJacky,Cop,Elementz","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN",31:00,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,26
2013-02-27,,Counter Logic Gaming,Team Vulcun,blue,,"Hecarim, Rumble, Kog'Maw","Twisted Fate, Xin Zhao, Nidalee","Malphite, Jarvan IV, Xerath, Vayne, Alistar","Singed, Volibear, Kayle, Twitch, Thresh","HotshotGG,Chauster,Link,Doublelift,Aphromoo","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",29:48,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,25
2013-02-23,,Good Game University,compLexity Gaming,red,,"Zed, Jayce, Twisted Fate","Nidalee, Fizz, Kayle","Cho'Gath, Xin Zhao, Lee Sin, Twitch, Leona","Shen, Vi, Malphite, Ezreal, Taric","Fat,NintendudeX,ZionSpartan,DontMashMe,BloodWater","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA",42:17,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,24
2013-02-23,,Team MRN,Team Vulcun,red,,"Singed, Nidalee, Kayle","Twisted Fate, Jarvan IV, Xin Zhao","Renekton, Vi, Syndra, Urgot, Taric","Elise, Hecarim, Lux, Ezreal, Alistar","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",28:58,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,23
2013-02-23,,Counter Logic Gaming,compLexity Gaming,blue,,"Zed, Singed, Kayle","Nidalee, Twisted Fate, Syndra","Malphite, Xin Zhao, Jayce, Urgot, Taric","Shen, Jarvan IV, Cassiopeia, Twitch, Thresh","HotshotGG,Chauster,Link,Doublelift,Aphromoo","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA",33:37,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,22
2013-02-23,,Team MRN,Good Game University,blue,,"Nidalee, Twitch, Fizz","Taric, Kayle, Xin Zhao","Renekton, Vi, Twisted Fate, Tristana, Alistar","Shen, Jarvan IV, Lux, Ezreal, Lulu","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN","Fat,NintendudeX,ZionSpartan,DontMashMe,BloodWater",32:27,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,21
2013-02-22,,compLexity Gaming,Team Vulcun,red,,"Hecarim, Singed, Jarvan IV","Zed, Kayle, Thresh","Jayce, Xin Zhao, Lux, Kog'Maw, Soraka","Elise, Lee Sin, Nidalee, Ezreal, Alistar","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",32:47,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,20
2013-02-21,,Team Dignitas,Counter Logic Gaming,blue,,"Nidalee, Syndra, Twisted Fate","Xin Zhao, Gragas, Diana","Singed, Vi, Kayle, Draven, Zyra","Galio, Dr. Mundo, Ahri, Kog'Maw, Alistar","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","HotshotGG,Chauster,Link,Doublelift,Aphromoo",36:27,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,19
2013-02-21,,Team Curse,Good Game University,blue,,"Rumble, Lulu, Nidalee","Xin Zhao, Elise, Kayle","Akali, Jarvan IV, Twisted Fate, Twitch, Taric","Jayce, Leona, Fizz, Graves, Zyra","Voyboy,Saintvicious,NyJacky,Cop,Elementz","Fat,NintendudeX,ZionSpartan,DontMashMe,BloodWater",33:06,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,18
2013-02-21,,Team Vulcun,Counter Logic Gaming,blue,,"Twisted Fate, Thresh, Kayle","Xin Zhao, Jarvan IV, Rumble","Singed, Hecarim, Nidalee, Kog'Maw, Alistar","Nasus, Lee Sin, Syndra, Vayne, Sona","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt","HotshotGG,Chauster,Link,Doublelift,Aphromoo",37:37,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,17
2013-02-16,,Good Game University,Team Vulcun,blue,,"Jayce, Shen, Xin Zhao","Kayle, Twitch, Katarina","Kha'Zix, Trundle, Nidalee, Ezreal, Lulu","Renekton, Jarvan IV, Karthus, Miss Fortune, Taric","Fat,NintendudeX,ZionSpartan,DontMashMe,BloodWater","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",38:54,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,16
2013-02-16,,Team SoloMid,Team MRN,blue,,"Kayle, Renekton, Jarvan IV","Xin Zhao, Vi, LeBlanc","Malphite, Maokai, Orianna, Tristana, Taric","Olaf, Shen, Anivia, Ezreal, Lulu","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN",33:48,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,15
2013-02-16,,Team Dignitas,Good Game University,blue,,"Twisted Fate, Twitch, Nidalee","Kayle, Xin Zhao, Draven","Singed, Vi, Diana, Ezreal, Alistar","Rumble, Elise, Lux, Caitlyn, Nunu","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","Fat,NintendudeX,ZionSpartan,DontMashMe,BloodWater",36:37,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,14
2013-02-16,,Team Curse,Team Vulcun,blue,,"Shen, Rumble, Elise","Akali, Xin Zhao, Kayle","Katarina, Jarvan IV, Ryze, Miss Fortune, Taric","Nidalee, Hecarim, Lulu, Vayne, Sona","Voyboy,Saintvicious,NyJacky,Cop,Elementz","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",29:43,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,13
2013-02-15,,Team Dignitas,Team SoloMid,blue,,"Jarvan IV, Miss Fortune, Taric","Kayle, Gragas, Alistar","Singed, Xin Zhao, Diana, Draven, Zyra","Renekton, Maokai, Orianna, Ezreal, Leona","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","Dyrus,TheOddOne,Reginald,Chaox,Xpecial",25:17,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,12
2013-02-14,,compLexity Gaming,Team Curse,red,,"Nidalee, Xin Zhao, Jarvan IV","Rumble, Shen, Kayle","Renekton, Vi, Lux, Kog'Maw, Soraka","Elise, Hecarim, Ryze, Miss Fortune, Taric","Nickwu,Lautemortis,Chuuper,brunch †,MeyeA","Voyboy,Saintvicious,NyJacky,Cop,Elementz",40:21,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,11
2013-02-14,,Team Vulcun,Team SoloMid,red,,"LeBlanc, Kha'Zix, Malphite","Kayle, Elise, Shen","Rumble, Jarvan IV, Gragas, Graves, Taric","Renekton, Xin Zhao, Orianna, Miss Fortune, Leona","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt","Dyrus,TheOddOne,Reginald,Chaox,Xpecial",40:02,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,10
2013-02-14,,Team Dignitas,Team MRN,blue,,"Jarvan IV, Taric, Nidalee","Shen, Gragas, Xin Zhao","Singed, Lee Sin, Kayle, Draven, Alistar","Renekton, Vi, Anivia, Kog'Maw, Lulu","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy","MegaZero,ClakeyD,ecco,Heartbeat,AtomicN",25:32,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,9
2013-02-09,,Team Vulcun,Team Dignitas,red,,"Gragas, Kayle, Kha'Zix","Jayce, Elise, Nunu","Shen, Olaf, Ryze, Twitch, Lulu","Katarina, Xin Zhao, Diana, Ezreal, Alistar","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy",33:15,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,8
2013-02-09,,Good Game University,Team Curse,red,,"Miss Fortune, Xin Zhao, Katarina","Nunu, Olaf, Elise","Rumble, Trundle, Kayle, Twitch, Lulu","Nidalee, Jarvan IV, Orianna, Ezreal, Sona","ZionSpartan,NintendudeX,Shiphtur,DontMashMe,I am Anjo","Voyboy,Saintvicious,NyJacky,Cop,Elementz",48:31,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,7
2013-02-09,,Team SoloMid,Team Dignitas,blue,,"Nunu, Elise, Kha'Zix","Maokai, Olaf, LeBlanc","Renekton, Jarvan IV, Ryze, Miss Fortune, Taric","Kayle, Shen, Kassadin, Graves, Alistar","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy",29:17,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,6
2013-02-09,,Team Curse,Counter Logic Gaming,blue,,"Shen, Nidalee, Taric","Katarina, Kayle, Miss Fortune","Olaf, Xin Zhao, Orianna, Kog'Maw, Sona","Cho'Gath, Lee Sin, Anivia, Caitlyn, Nunu","Voyboy,Saintvicious,NyJacky,Cop,Elementz","HotshotGG,Chauster,Link,Doublelift,Aphromoo",41:19,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,5
2013-02-08,,Team SoloMid,Team Vulcun,blue,,"Elise, Kayle, Nunu","Maokai, Olaf, LeBlanc","Malphite, Jarvan IV, Kha'Zix, Miss Fortune, Taric","Shen, Xin Zhao, Ryze, Kog'Maw, Sona","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","Sycho Sid,Xmithie,mandatorycloud,Zuna,Muffinqt",32:58,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,4
2013-02-07,,Counter Logic Gaming,Good Game University,blue,,"Twitch, Elise, Olaf","Nunu, Nidalee, Shen","Cho'Gath, Xin Zhao, Twisted Fate, Ezreal, Leona","Katarina, Nocturne, Diana, Graves, Taric","HotshotGG,Chauster,Link,Doublelift,Aphromoo","ZionSpartan,NintendudeX,Shiphtur,DontMashMe,I am Anjo",44:47,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,3
2013-02-07,,Team Curse,Team Dignitas,blue,,"Shen, Kha'Zix, Olaf","Akali, Katarina, Miss Fortune","Nidalee, Xin Zhao, Kayle, Caitlyn, Lulu","Elise, Lee Sin, Gragas, Twitch, Nunu","Voyboy,Saintvicious,NyJacky,Cop,Elementz","KiWiKiD,Crumbzz,scarra,Imaqtpie,Patoy",41:09,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,2
2013-02-07,,Team SoloMid,Counter Logic Gaming,red,,"Nunu, Nidalee, Shen","Olaf, Maokai, LeBlanc","Elise, Xin Zhao, Kayle, Ezreal, Lulu","Malphite, Lee Sin, Syndra, Urgot, Taric","Dyrus,TheOddOne,Reginald,Chaox,Xpecial","HotshotGG,Chauster,Link,Doublelift,Aphromoo",39:10,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring,1
2013-04-28,,Team SoloMid,Good Game University,blue,,"Elise, Nasus, Jayce","Shen, Karthus, Renekton","Rumble, Cho'Gath, Twisted Fate, Miss Fortune, Sona","Kha'Zix, Nocturne, Orianna, Caitlyn, Blitzcrank","Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial","ZionSpartan,NintendudeX,Jintae,DontMashMe,Daydreamin",38:52,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring-Playoffs,20
2013-04-28,,Team SoloMid,Good Game University,blue,,"Elise, Nasus, Jayce","Shen, Karthus, Renekton","Rumble, Cho'Gath, Twisted Fate, Caitlyn, Sona","Riven, Nocturne, Orianna, Ezreal, Thresh","Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial","ZionSpartan,NintendudeX,Jintae,DontMashMe,Daydreamin",30:58,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring-Playoffs,19
2013-04-28,,Good Game University,Team SoloMid,blue,,"Shen, Twisted Fate, Sona","Elise, Jayce, Karthus","Vladimir, Nocturne, Orianna, Twitch, Thresh","Renekton, Nasus, Diana, Caitlyn, Lulu","ZionSpartan,NintendudeX,Jintae,DontMashMe,Daydreamin","Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial",27:28,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring-Playoffs,18
2013-04-28,,Team SoloMid,Good Game University,blue,,"Elise, Nasus, Jayce","Shen, Twisted Fate, Karthus","Renekton, Cho'Gath, Diana, Caitlyn, Sona","Rumble, Nocturne, Orianna, Twitch, Thresh","Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial","ZionSpartan,NintendudeX,Jintae,DontMashMe,Daydreamin",39:44,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2013-Spring-Playoffs,17
